Timestamp,Left_Knee_Angle,Right_Knee_Angle,Trunk_Sway
1788687448.2256699,175.16065228238756,178.98335291777758,4.435341358545399
1788687448.2726908,116.09278389060606,75.494810131066,3.198054579417046
1788687450.596562,43.9383259282107,121.91032209983496,11.437718808962568
1788687450.6407964,27.438259207422888,140.11499399124415,11.08397739379829
1788687455.9639237,122.22127249515196,141.54280852942642,14.887605867443993
1788687456.7726495,136.8458438054159,172.60479088213447,10.882539237220284
1788687456.9449105,136.8458438054159,172.60479088213447,10.882539237220284
1788687463.914092,35.06591576297115,175.26491895465074,17.758019244579305
1788687463.9599986,96.38198574615059,148.32832823248663,12.679915278203778
1788687465.0126078,129.94414583273038,103.71203356242316,8.507807304941101
1788687479.852456,136.37755406939644,153.75135623092703,7.614910749698466
1788687479.9071784,119.34332727887144,173.91635461554748,9.06874053862041
1788687479.956362,28.579176869687657,157.76634740971366,8.761179532240703
1788687480.002346,108.5509878755893,166.84317103879127,9.815477841222954
1788687480.045945,118.26083577582108,46.9576922725795,9.356474314050617
1788687480.089836,173.63745237293853,173.43764635402806,9.424458375307658
1788687480.1319923,170.46931262122683,179.1434493607478,9.931669095299561
1788687480.1725426,170.8005663160735,175.01416822913748,8.749279091597131
1788687480.2169716,174.54563701634012,177.10920871596713,8.26085194914076
1788687480.2608118,173.50765475218233,171.18264986332758,4.7657139582181935
1788687480.3047109,174.29732564074902,177.36722958434532,3.8678798016135856
1788687480.348785,178.93931109491092,176.58037249228377,4.478643858494324
1788687480.3923104,178.23434945843877,176.9422458741965,4.3152739871148835
1788687480.4367676,177.25846041199404,177.78132680619697,4.03418590736945
1788687480.4772396,179.13544783379254,179.9999189448579,6.020452437213316
1788687480.5199947,177.53544938211763,179.30188497867672,3.974172717674653
1788687485.868665,178.56901964264563,177.52906581432157,10.277078826660711
1788687485.9129791,179.21657606240248,178.60533572415554,8.095172329116865
1788687485.9568543,178.7841387515864,179.48697588309543,7.325366743570659
1788687490.9002562,178.73157217295088,179.9173783741701,6.854212928973391
1788687490.9441774,173.74956465087578,176.8752743533572,5.842553313826249
1788687490.98578,174.7389994867278,178.9297697088513,3.4891737693862117
1788687491.0275767,176.5304269741848,177.79876183646044,1.6223867579370592
1788687491.1109862,175.7305534769127,177.32513842984645,0.2583412162961005
1788687491.151773,174.78062646206848,177.43558035244334,0.6968760397802742
1788687491.1940358,172.49880659771125,176.8648532053002,0.7006731935293644
1788687491.7003794,158.47612096033882,161.22088402266914,6.583111738603299
1788687491.743488,176.03493469956058,175.6950855450482,1.756815702957193
1788687491.7923028,178.46063761666394,177.58108757694993,1.2342803716670407
1788687491.834632,177.2141322008623,177.91323528569117,0.4872094339195002
1788687491.9349566,178.4513436760568,177.7222009133741,0.27820941037119373
1788687491.9839907,178.45031090899494,178.07786123022865,0.14579755047821538
1788687492.0294309,178.31372369514662,177.85328140411482,0.2007270270480317
1788687492.073289,178.3496055499631,178.9150114085799,0.24450564137086922
1788687492.1548069,177.21331658511457,179.82083921933634,0.8740088212356036
1788687492.199868,174.64230777450226,179.81125546554404,0.8373267142141269
1788687492.2424,178.9104166647955,179.42042423785233,0.6627123798249082
1788687492.3625112,179.7308027939493,178.42230595363918,0.5044828904368217
1788687492.4036822,176.53227946771557,179.40343920510784,0.4384066037598745
1788687492.4449987,175.8807010765128,179.4929921516193,0.4780661918907627
1788687492.4890082,176.49632783808963,179.8285256373422,0.33125192563336203
1788687492.5321598,176.7413745174872,179.59200519051,0.29351561278771693
1788687492.63134,177.2953284719177,179.27125101301542,0.12543064359145828
1788687492.67935,178.44178945254882,178.01578439260072,0.06933216991429665
1788687492.7236197,178.04463954887174,177.16891681167303,0.08153088436746454
1788687492.7696404,176.9077976347695,177.7604708881415,0.3147306019307418
1788687492.8136253,177.41965305139618,179.978698317592,0.5661174052879876
1788687492.8594282,176.12238646283794,179.61945094645384,0.9516487356252357
1788687492.9769893,176.50011219739338,178.74274297134224,1.7342761235858737
1788687493.0201588,176.79104202026264,179.91759166716588,2.8823483993732606
1788687493.064836,175.6561359668992,179.12372912951645,3.1908569916541016
1788687493.107722,174.98882503421908,177.7504167967427,3.16943410576261
1788687493.150753,175.5910976498043,178.3920863426844,2.9755775414398724
1788687493.196219,176.63606238565933,179.00511380564947,2.888213807921313
1788687493.236662,176.65647553240726,178.66635537279842,2.678478107164353
1788687493.2792401,175.89417740986903,179.76651586530178,2.606809686049193
1788687493.3234143,176.1247331973083,179.9260121077576,2.7789246502113256
1788687493.367576,174.46051276713206,175.8066581119275,3.253161470894789
1788687493.4116359,175.0764481069419,171.99325980893488,3.1362144724851952
1788687493.4561303,175.239978884499,179.54833661426406,3.2189487796629903
1788687493.4999793,177.64629830684467,177.48744171262214,3.165348930048013
1788687493.5441504,177.44028215836224,178.10397801173983,3.54846573702595
1788687493.5885174,177.55516201038384,177.224022088034,3.4514153767416325
1788687493.6312635,178.81251061505694,179.2029153727913,3.4489832502678004
1788687493.67582,177.00822853636993,178.58316233331828,3.5107695293977677
1788687493.7175677,176.29478689303033,178.61012670822467,3.9915556077724785
1788687493.7610774,176.6933616886513,178.35152289130548,3.69910143219503
1788687493.804911,177.36325172117392,178.62809192980995,3.654942118648235
1788687493.8493493,177.09215619782222,177.58062685679744,3.6541786498999977
1788687493.8923006,177.01783573066868,176.45462563102546,3.9611193810427756
1788687493.9639394,176.1003022798473,179.62073923360347,4.007191016615851
1788687494.0055935,176.26628136095815,175.24317404681938,4.035883729556006
1788687494.0505347,176.59207040610522,175.64284899472779,3.9984956226473964
1788687494.092951,177.904340774298,177.590432805476,4.076418974572265
1788687494.1358137,178.825184787932,179.16214544453797,3.9593974331141712
1788687494.1992202,178.14666516172676,176.61249078053086,4.0723187464272605
1788687494.2441764,178.19046576365258,178.3537557950532,3.973540947883326
1788687494.287026,177.52719724674873,178.35942063933615,4.2087430434682505
1788687494.3298652,178.42071560111637,179.23947416685834,3.441576717757474
1788687494.3732285,179.6198071176836,179.69610881957368,2.299132492989692
1788687494.4987931,177.74626048310506,178.56142308862655,2.949566154311874
1788687494.5837774,176.84295177221824,178.61815581501864,2.813995277972597
1788687494.6300044,177.71830087578573,179.97898423852547,2.754400728749288
1788687494.6779609,177.02112961907318,178.7714013315264,3.337297405120817
1788687494.722753,179.4740233029136,178.354104289916,1.7043894936030162
1788687494.7743876,177.40576207427833,179.60859351956105,2.6130088611875926
1788687494.816916,178.3320393234855,179.22935639886055,1.9685771060079802
1788687494.8752813,178.44684909336192,178.56894545749049,1.5958367553061947
1788687494.9151716,177.98668295508696,179.42862676706258,1.6292859607598895
1788687494.96067,177.7692930732624,179.19715207654386,1.9739676966538535
1788687495.004109,178.43167577708394,179.20088114973674,1.959383357161231
1788687495.0467982,178.45692350538005,179.29374045599425,1.9055790439412685
1788687495.0907967,177.2471441170737,178.27060310755468,1.9482375514115005
1788687495.2422903,177.4378484111635,178.64868355090275,2.4057501522898614
1788687495.2876816,177.23993115248552,179.20469741172334,2.3924699343727154
1788687495.3311574,179.10103086847798,179.90200975156367,1.7697901469403556
1788687495.3727775,179.549205795814,179.4497976569596,1.7736331641318899
1788687495.4435055,174.15579199265758,176.7553335871041,1.406365745548281
1788687495.4973028,177.8056892133413,178.71058691910065,0.7137196779702173
1788687495.5578027,177.95988874609765,176.36536102128312,0.48168006394611645
1788687495.6108718,179.42167361509635,175.57294007904534,1.1673213142173517
1788687495.6542447,179.6685129356949,176.14527937420306,0.988248228019621
1788687495.6938467,179.42979313267827,176.47843709805835,1.2478148333196457
1788687495.7352927,179.95020605534617,176.41712485960073,1.326566546544937
1788687495.8096092,179.1418474380927,177.35811141747726,2.2674488493880487
1788687495.8572538,179.9990619436421,177.38536008042868,2.4881559109416154
1788687495.9022033,178.67686519959977,177.98924572406102,2.4242317048354955
1788687495.947362,177.6487656056473,177.25744845250364,1.4154129570219063
1788687495.9890597,176.4942845250027,178.54101581090964,1.1778345363056095
1788687496.032064,178.89098733847686,176.91422658791376,2.238652861904417
1788687496.0747144,178.1075091511932,177.83620447569453,3.1945362505674995
1788687496.1179144,178.61486262397537,177.82401614057218,2.679006481459951
1788687496.1609962,179.69154358759963,179.1523086926027,3.3798281218942003
1788687496.2037098,179.00640609606504,178.66160481239623,3.395115299878346
1788687496.2460856,176.33172802435098,176.78307636912112,3.3883723759822284
1788687496.4813101,179.37225891198742,177.3981639611668,3.4118975045594726
1788687496.5246263,177.58551126687388,176.53167690819,3.847454336623394
1788687496.5692952,177.5696892700198,175.99314281975464,3.863730938216611
1788687496.6158004,179.81920331448123,179.68066735158433,4.396650195081347
1788687496.6608677,179.68944979687296,179.71544410534094,3.944881911628729
1788687496.7421658,175.93085141445124,178.04558112697197,3.716924063099282
1788687496.786177,177.41815697023193,179.08397510212214,2.5763896689459793
1788687496.8293757,178.16325819465993,178.5558298380817,0.43382019541593236
1788687496.8711853,177.6672785026717,179.37999504051191,0.26839174006520683
1788687496.9133654,176.58819596378203,178.82162753174268,0.2605489302414137
1788687496.9566772,175.17681141328893,179.50385412999256,0.8400176752385513
1788687497.0006468,173.76547993042425,179.78547957229543,1.1494343372225095
1788687497.0409646,175.14708627074705,179.74685313702278,1.0085586401150837
1788687497.0854843,176.42092454787533,179.00801967013635,0.5539003884241831
1788687497.1297903,178.0470235169269,177.78696629719306,0.6161379316966824
1788687497.175201,174.78607145622783,179.61145614646165,0.8631353828766086
1788687497.2181966,177.42855418608,179.13654873773626,2.1758248753563745
1788687497.260188,177.94987732576254,179.35112921425375,2.7153499746001746
1788687497.3050957,179.12561971323075,177.301522852689,1.4560716584235558
